"id","title","years","duration","rating","people_rating","critic_rating","votes"
13724,"Thug","2024","N/A",NULL,NULL,NULL,"N/A"
13725,"Chinese Kamasutra","1994","85",NULL,"4.0",NULL,"345"
13726,"No Holds Barred","1989","93","15","4.4","31","6,837"
13727,"We Still Kill the Old Way","2014","94","18","6.0",NULL,"4,897"
13728,"The Black Cat","1934","65","A","6.9",NULL,"12,668"
13729,"Grave Encounters 2","2012","98","18","5.1",NULL,"26,891"
13730,"Le Bonheur","1965","80","15","7.6",NULL,"8,955"
13731,"A Normal Family","2023","116",NULL,"7.4",NULL,"117"
13732,"Zelig","1983","79","PG","7.7",NULL,"43,641"
13733,"Just Wright","2010","101","PG","5.9","51","15,405"
13734,"Something Like Gold","2023","N/A",NULL,"9.2",NULL,"40"
13735,"The Haunting of Black Wood","2011","90","15","6.5",NULL,"12,308"
13736,"Xtremo","2021","111","18","5.8",NULL,"5,009"
13737,"My Name Is Shruthi","2023","130",NULL,"8.8",NULL,"2,109"
13738,"Queen & Country","2014","114","15","6.2","68","1,828"
13739,"Fraternity Vacation","1985","94","15","5.3",NULL,"2,733"
13740,"Big Nothing","2006","86","15","6.7",NULL,"31,624"
13741,"Throwback Holiday","2018","88",NULL,"6.1",NULL,"480"
13742,"Baaghi","2016","133","12A","5.3",NULL,"9,864"
13743,"The Promised Neverland","2020","119",NULL,"5.5",NULL,"806"
13744,"What Maisie Knew","2012","99","15","7.4","74","28,480"
13745,"Grumpy Old Santa","2023","83",NULL,"5.5",NULL,"72"
13746,"Untitled Ranbir Kapoor/Anurag Basu Project",NULL,"N/A",NULL,NULL,NULL,"N/A"
13747,"Miami Connection","1987","87","R","5.6","56","6,428"
13748,"The Harvey Girls","1946","102","A","7.0","65","4,733"
13749,"Not of This Earth","1988","81","18","4.9",NULL,"2,656"
13750,"Love in the Afternoon","1972","97","AA","7.6",NULL,"9,137"
13751,"Bade Miyan Chote Miyan","2024","N/A",NULL,NULL,NULL,"N/A"
13752,"Three Ways","2022","92",NULL,"5.6",NULL,"214"
13753,"Operation Odessa","2018","92","15","7.7",NULL,"6,846"
13754,"Malibu Horror Story","2023","88","Not Rated","6.2",NULL,"1,882"
13755,"We Made a Beautiful Bouquet","2021","124",NULL,"7.4",NULL,"3,251"
13756,"Shootfighter: Fight to the Death","1993","96","18","5.4",NULL,"1,430"
13757,"The Conspiracy","2012","84","15","6.3",NULL,"12,873"
13758,"Mohawk","1956","80","U","5.2",NULL,"610"
13759,"Amen.","2002","132","PG","7.2","57","14,836"
13760,"The Violator","1974","81","X","5.5",NULL,"1,032"
13761,"United","2011","94","12","7.3",NULL,"12,909"
13762,"Doraemon the Movie: Nobita's Sky Utopia","2023","107",NULL,"6.8",NULL,"928"
13763,"How to Date Billy Walsh","2024","98","15",NULL,NULL,"N/A"
13764,"CJ7","2008","88","PG","6.4","46","16,869"
13765,"Us or Them","2023","N/A",NULL,"5.4",NULL,"74"
13766,"The Most Hated Woman in America","2017","91","15","6.1","41","7,218"
13767,"Hatchet II","2010","85","R","5.5","49","14,835"
13768,"Captain Volkonogov Escaped","2021","126",NULL,"7.3","82","1,959"
13769,"Free Willy 2: The Adventure Home","1995","95","U","5.1",NULL,"19,337"
13770,"The Old Ways","2020","90","15","5.4","67","7,584"
13771,"Dark Passage","1947","106","15","7.5","68","21,523"
13772,"Microwave Massacre","1979","76","15","4.2",NULL,"3,105"
13773,"High Road to China","1983","105","PG","6.0","42","5,891"
13774,"Dear Santa",NULL,"N/A",NULL,NULL,NULL,"N/A"
13775,"The Shrouds",NULL,"N/A",NULL,NULL,NULL,"N/A"
13776,"Beach House","2018","87","Not Rated","5.0","43","1,814"
13777,"Transmorphers: Mech Beasts","2023","85",NULL,"2.5",NULL,"195"
13778,"Ginger Snaps 2: Unleashed","2004","94","18","6.4",NULL,"14,997"
13779,"Kull the Conqueror","1997","95","12","4.8",NULL,"8,660"
13780,"The Keeping Room","2014","95","15","6.0","58","7,478"
13781,"The Apostle","1997","134","12","7.2","83","14,738"
13782,"Helter Skelter","2012","127","Unrated","6.4",NULL,"3,175"
13783,"Trauma","1993","106","18","5.8","64","7,913"
13784,"Some Like It Rare","2021","87","15","6.6",NULL,"3,297"
13785,"We Are the Best!","2013","102","15","7.1","87","11,179"
13786,"French Connection II","1975","119","X","6.7","68","20,443"
13787,"Barefoot Gen","1983","83","12","8.0",NULL,"8,969"
13788,"Nancy Drew and the Hidden Staircase","2019","89","PG","5.7","55","5,322"
13789,"Shooting Dogs","2005","115","15","7.6","71","11,871"
13790,"County Line","2017","88","TV-PG","6.0",NULL,"876"
13791,"The Blackout","1997","98","18","5.4","37","2,792"
13792,"Don't Torture a Duckling","1972","105","18","7.0",NULL,"10,448"
13793,"Blackboard Jungle","1955","101","Rejected","7.4","67","9,697"
13794,"The Shrine","2010","85","18","5.5",NULL,"14,197"
13795,"Instinct","1999","126","15","6.5","43","34,053"
13796,"I'm Your Woman","2020","120","15","6.2","63","9,757"
13797,"The Dish","2000","101","12","7.2","74","16,932"
13798,"The Blue Lagoon","1949","101","A","6.4",NULL,"630"
13799,"Shoulder Dance","2023","103",NULL,"7.7",NULL,"38"
13800,"The Hater","2020","135","15","7.1","61","17,236"
13801,"Run! Bitch Run!","2009","90","18","4.1",NULL,"3,215"
13802,"The Dirties","2013","83","15","6.8","65","7,769"
13803,"Escape from Tomorrow","2013","90","15","5.1","58","10,018"
13804,"The Brave and the Bold",NULL,"N/A",NULL,NULL,NULL,"N/A"
13805,"Babe Watch: Forbidden Parody","1996","93","Not Rated","2.9",NULL,"309"
13806,"2001 Maniacs","2005","87","18","5.3",NULL,"13,151"
13807,"Big Boys","2023","90",NULL,"7.1",NULL,"159"
13808,"Esteros","2016","83","15","7.0",NULL,"4,648"
13809,"Bring Them Down",NULL,"N/A",NULL,NULL,NULL,"N/A"
13810,"'Twas the Fight Before Christmas","2021","91","R","6.3",NULL,"758"
13811,"Escape the Field","2022","89","15","4.4","39","4,480"
13812,"Epic Tails","2022","95","U","5.8",NULL,"630"
13813,"Extraterrestrial","2014","101","15","5.0","38","16,560"
13814,"The Legend of 5 Mile Cave","2019","90","TV-PG","6.1",NULL,"937"
13815,"Naples in Veils","2017","113","18","5.8",NULL,"2,899"
13816,"Pimp","2018","86","Not Rated","6.1","44","17,146"
13817,"Humpday","2009","94","15","6.0","74","6,340"
13818,"On Dangerous Ground","1951","82","PG","7.2","78","7,895"
13819,"Diabolik: Ginko Attacks","2022","116",NULL,"5.4",NULL,"979"
13820,"Mark Felt: The Man Who Brought Down the White House","2017","103","12A","6.4","49","14,475"
13821,"The Witcher: Sirens of the Deep","2024","N/A",NULL,NULL,NULL,"N/A"
13822,"Blood from the Mummy's Tomb","1971","94","15","5.6",NULL,"3,722"
13823,"Dragon Blade","2015","127","15","5.9","41","20,989"
13824,"Ved","2022","148",NULL,"7.3",NULL,"4,667"
13825,"Samson","2018","110","15","4.5","17","4,887"
13826,"Freeheld","2015","103","12A","6.6","50","13,098"
13827,"Hoop Dreams","1994","170","12","8.3","98","27,627"
13828,"The Day the Earth Blew Up: A Looney Tunes Movie","2024","N/A",NULL,NULL,NULL,"N/A"
13829,"The Art of the Steal","2013","90","15","6.3","53","25,775"
13830,"Roadrunner: A Film About Anthony Bourdain","2021","119","15","7.7",NULL,"9,633"
13831,"All to Play For","2023","112",NULL,"6.7",NULL,"151"
13832,"Midnight Runners","2017","109","15","7.3",NULL,"9,183"
13833,"Von Ryan's Express","1965","117","PG","7.1",NULL,"14,949"
13834,"I Am Pilgrim",NULL,"N/A",NULL,NULL,NULL,"N/A"
13835,"Is This a Joke?","2011","75","Not Rated","3.9",NULL,"169"
13836,"Rome, Open City","1945","103","A","8.0",NULL,"28,392"
13837,"The Wrong Wife","2019","N/A",NULL,"6.7",NULL,"97"
13838,"Neighbors","1981","94","12","5.5","47","8,440"
13839,"Tapawingo","2023","109",NULL,NULL,NULL,"N/A"
13840,"My Nights Are More Beautiful Than Your Days","1989","110",NULL,"6.1",NULL,"2,150"
13841,"Nightmare Alley","1947","110","A","7.7","75","13,154"
13842,"A Letter to Three Wives","1949","103","A","7.7",NULL,"10,482"
13843,"Red Road","2006","113","18","6.8","73","13,519"
13844,"Bleeder","1999","98","18","6.8",NULL,"8,935"
13845,"Forbidden","2001","84","18","5.3",NULL,"721"
13846,"Married by Mistake","2023","88",NULL,"5.6",NULL,"629"
13847,"Bleach","2018","108","TV-14","6.3",NULL,"12,632"
13848,"The Adolescent","1979","90","PG","6.3",NULL,"304"
13849,"The Fountainhead","1949","114","A","7.0",NULL,"10,778"
13850,"The Thieves","2012","135","Not Rated","6.8","75","11,349"
13851,"An Awfully Big Adventure","1995","112","15","5.8",NULL,"2,970"
13852,"The White Buffalo","1977","97","AA","6.1","25","5,002"
13853,"Ernest Goes to Jail","1990","81","PG","5.4","40","9,964"
13854,"Joyful Noise","2012","118","PG","5.7","44","8,782"
13855,"Rise","2022","117","15","7.1",NULL,"2,855"
13856,"The Shepherd","2019","91",NULL,"5.2",NULL,"253"
13857,"Fair Game","1986","86","R","5.9",NULL,"1,709"
13858,"The Spider Labyrinth","1988","87","Unrated","6.4",NULL,"694"
13859,"The Collini Case","2019","123","15","7.3",NULL,"11,790"
13860,"Black Mama White Mama","1973","87","18","5.5","59","3,544"
13861,"Summer Wars","2009","114","12","7.4","63","31,344"
13862,"The Resort","2021","76","15","3.1",NULL,"3,782"
13863,"The 8th Night","2021","115","15","5.3",NULL,"4,195"
13864,"The Night Evelyn Came Out of the Grave","1971","103","X","5.7",NULL,"2,851"
13865,"Godless: The Eastfield Exorcism","2023","91",NULL,"5.7",NULL,"451"
13866,"Time to Love","1965","86",NULL,"8.0",NULL,"7,072"
13867,"Cop Car","2015","88","15","6.3","66","34,931"
13868,"The Death and Return of Superman","2019","87","12","6.8",NULL,"17,838"
13869,"The Ballad of Cable Hogue","1970","121","AA","7.2",NULL,"10,396"
13870,"Wander Darkly","2020","97","15","5.8","66","1,863"
13871,"Unplanned","2019","109","15","5.5","10","14,582"
13872,"Welcome Home, Roscoe Jenkins","2008","104","12A","5.5","46","15,500"
13873,"Wildlike","2014","104","Not Rated","6.6","74","5,318"
13874,"They Found Us",NULL,"N/A",NULL,NULL,NULL,"N/A"
13875,"American Ninja 2: The Confrontation","1987","90","18","4.9","39","9,465"
13876,"Ride the High Country","1962","94","PG","7.4","92","14,602"
13877,"For a Good Time, Call...","2012","85","18","6.0","55","16,800"
13878,"Fever",NULL,"N/A",NULL,NULL,NULL,"N/A"
13879,"Together 99","2023","115",NULL,"6.5",NULL,"364"
13880,"Beyond the Universe","2022","126","15","6.6",NULL,"2,200"
13881,"The Diary of Anne Frank","1959","180","U","7.4","59","13,434"
13882,"The Magic Donkey","1970","91","PG","7.0","70","6,163"
13883,"American Factory","2019","110","12","7.4","86","23,445"
13884,"Hell on the Shelf","2021","75","TV-MA","3.8",NULL,"47"
13885,"Ashfall","2019","130","15","6.2",NULL,"5,748"
13886,"Playing with Fire","1975","112",NULL,"5.8",NULL,"625"
13887,"Mami Wata","2023","107","12A","6.9","88","128"
13888,"War Pigs","2015","91","15","4.3",NULL,"3,605"
13889,"One on One","1977","98","A","6.5",NULL,"1,975"
13890,"Every Body","2023","92","12","6.4","79","733"
13891,"Surf II","1983","86","18","5.3",NULL,"1,082"
13892,"Doors","2021","84","15","3.6",NULL,"3,243"
13893,"Back to the Beach","1987","92","PG","5.9","62","3,338"
13894,"Ninja: Shadow of a Tear","2013","95","15","6.1",NULL,"13,233"
13895,"The Dust Factory","2004","99","PG","5.8","48","1,711"
13896,"Verotika","2019","90","18","1.9",NULL,"1,913"
13897,"Alibi.com 2","2023","88",NULL,"6.5",NULL,"1,998"
13898,"¡Que viva México!","2023","191","R","5.5",NULL,"2,251"
13899,"The Signal","2007","103","18","6.0","63","21,761"
13900,"The Communion Girl","2022","98",NULL,"5.3",NULL,"1,192"
13901,"The Mommy Market","1994","85","PG","5.4",NULL,"2,132"
13902,"Millennium Mambo","2001","119","R","7.0","72","6,510"
13903,"The Treacherous","2015","133",NULL,"6.1",NULL,"1,962"
13904,"German Angst","2015","112",NULL,"5.3",NULL,"1,978"
13905,"No Pay, Nudity","2016","92","R","5.8",NULL,"202"
13906,"Brotherhood","2004","140","R","8.0","64","40,796"
13907,"For Richer or Poorer","1997","115","12","5.8",NULL,"11,899"
13908,"The Country Bears","2002","88","U","4.2","37","6,004"
13909,"Love Is All","2007","110",NULL,"7.0",NULL,"8,023"
13910,"Monster in the Closet","1986","90","15","4.9",NULL,"2,890"
13911,"After Life","1998","119","PG","7.6","91","13,352"
13912,"The Reef","2010","94","15","5.8",NULL,"20,683"
13913,"BJJ: Woman on Top","2023","107",NULL,"5.9",NULL,"48"
13914,"The Biggest Bundle of Them All","1968","105","A","5.2",NULL,"799"
13915,"A Writer's Odyssey","2021","130",NULL,"6.2",NULL,"3,362"
13916,"Killer Rack","2015","90","TV-MA","4.4",NULL,"385"
13917,"Halo",NULL,"N/A",NULL,NULL,NULL,"N/A"
13918,"Delirious","1991","96","PG","5.8",NULL,"9,348"
13919,"Oh, God!","1977","98","A","6.6","56","10,433"
13920,"Time to Leave","2005","81","18","7.1","67","9,204"
13921,"Blue Collar","1978","114","X","7.5","77","10,352"
13922,"Outrageous Fortune","1987","99","15","6.2","55","8,553"
13923,"Playground","2021","72","15","7.3","86","3,936"
13924,"Public Sex, Private Lives","2013","97","Unrated","5.6",NULL,"302"
13925,"The Wind","2018","88","15","5.6","66","9,233"
13926,"Vice Squad","1982","97","18","6.4",NULL,"2,807"
13927,"Highlander III: The Sorcerer","1994","99","15","4.4","28","21,880"
13928,"Beneath Us","2019","86","15","5.3","46","2,052"
13929,"Hanging Up","2000","94","15","4.8","33","13,053"
13930,"Bad Things","2023","86",NULL,"3.7","53","776"
13931,"Without Limits","1998","117","12","7.2","71","7,463"
13932,"Hunt Club","2022","87","15","3.5",NULL,"635"
13933,"The Killers","1964","93","X","7.0","72","9,061"
13934,"Santa Games","2022","90","PG","3.7",NULL,"140"
13935,"Something New","2006","99","PG","6.6","64","14,336"
13936,"At the End of the Tunnel","2016","120","Not Rated","7.0",NULL,"15,394"
13937,"Hell Baby","2013","98","15","4.9","41","10,006"
13938,"Destination Moon","1950","92","U","6.3",NULL,"4,586"
13939,"The Block Island Sound","2020","99","15","5.4",NULL,"9,209"
13940,"Borderline","R","N/A",NULL,NULL,NULL,"N/A"
13941,"Mirrormask","2005","101","PG","6.7","55","23,509"
13942,"Kinetta","2005","95","15","4.7","54","2,232"
13943,"A Quiet Passion","2016","125","12A","6.5","78","6,196"
13944,"The Last Train to New York",NULL,"N/A",NULL,NULL,NULL,"N/A"
13945,"Shooter","2022","143",NULL,"6.8",NULL,"1,219"
13946,"Christina","2010","90","Not Rated","6.9",NULL,"131"
13947,"Fading Gigolo","2013","90","15","6.2","58","25,290"
13948,"The Spikes Gang","1974","96","AA","6.3",NULL,"1,878"
13949,"Angela's Christmas Wish","2020","N/A","U","7.1",NULL,"1,702"
13950,"Private House of the SS","1977","82","X","4.2",NULL,"717"
13951,"She","1965","106","PG","5.8",NULL,"3,552"
13952,"Mob Girl",NULL,"N/A",NULL,NULL,NULL,"N/A"
13953,"Deranged","1974","84","X","6.3",NULL,"5,659"
13954,"The Most Reluctant Convert","2021","73","12A","7.1",NULL,"1,012"
13955,"The Conquest: William the Conqueror",NULL,"N/A",NULL,NULL,NULL,"N/A"
13956,"Castaway on the Moon","2009","116","PG-13","8.0",NULL,"19,425"
13957,"Sicko","2007","123","12A","8.0","74","76,550"
13958,"Little Evil","2017","94","15","5.7",NULL,"22,996"
13959,"Slow Torture Puke Chamber","2010","77","Not Rated","2.9",NULL,"818"
13960,"Aftershock","2012","89","18","4.8","39","12,343"
13961,"Tufang","2023","142","15","6.8",NULL,"2,553"
13962,"Pledge This!","2006","91","15","1.7",NULL,"18,823"
13963,"Summoning Sylvia","2023","74","R","6.6",NULL,"3,003"
13964,"Space Truckers","1996","95","12","5.4",NULL,"8,439"
13965,"Ivanhoe","1952","106","U","6.7","75","10,027"
13966,"God Forbid","2022","109","TV-MA","6.8","65","2,164"
13967,"Music of the Heart","1999","124","PG","6.8","54","13,207"
13968,"Personal Effects","2009","111","15","6.2",NULL,"9,092"
13969,"Dante's Inferno: An Animated Epic","2010","84","15","6.5",NULL,"9,900"
13970,"The Penitent","2023","120",NULL,NULL,NULL,"N/A"
13971,"Walking with Dinosaurs: The Movie","2013","87","U","5.2","37","11,766"
13972,"Blackout","2023","104","Unrated","6.2",NULL,"48"
13973,"The Pink Panther",NULL,"N/A",NULL,NULL,NULL,"N/A"
13974,"Fatum","2023","91",NULL,"5.9",NULL,"1,118"
13975,"Sword of the Stranger","2007","103","15","7.8",NULL,"17,977"
13976,"Class of '85","2022","90",NULL,"5.0",NULL,"81"
13977,"Time Cut","2024","N/A",NULL,NULL,NULL,"N/A"
13978,"Ibiza","2018","94","15","5.2","56","18,688"
13979,"Gadar: Ek Prem Katha","2001","170","15","7.3",NULL,"15,369"
13980,"A Special Day","1977","106","AA","8.1",NULL,"15,439"
13981,"As Tears Go By","1988","102","18","7.0","67","12,106"
13982,"Ashes in the Snow","2018","98","15","6.6","42","6,760"
13983,"The Believers","1987","114","18","6.1","40","7,874"
13984,"Apolonia, Apolonia","2022","116",NULL,"7.4",NULL,"394"
13985,"Tekkonkinkreet","2006","111","12","7.5","65","14,358"
13986,"The Last Days on Mars","2013","98","15","5.5","46","38,564"
13987,"Helen's Dead","2023","84",NULL,"5.9",NULL,"31"
13988,"Body Cam","2020","96","15","5.3","37","7,237"
13989,"Talk Radio","1988","110","15","7.2","66","14,427"
13990,"F/X2","1991","108","15","5.9","48","11,550"
13991,"Damage","2009","102","R","5.7",NULL,"7,426"
13992,"Landmine Goes Click","2015","105","18","5.8","35","6,459"
13993,"Our Man in Havana","1959","103","A","7.2",NULL,"5,952"
13994,"Cade: The Tortured Crossing","2023","96",NULL,"7.4",NULL,"698"
13995,"Give Me an A","2022","100",NULL,"5.8",NULL,"128"
13996,"The Loveless","1981","85","18","6.1","44","2,677"
13997,"Malicious","2018","90","TV-MA","5.0",NULL,"4,272"
13998,"Not to Forget","2021","84",NULL,"4.9",NULL,"11,205"
13999,"Bus Stop","1956","96","U","6.3",NULL,"12,614"
14000,"Dark Water","2002","101","15","6.7",NULL,"34,446"
14001,"Strawberry Mansion","2021","91","12A","6.5","74","1,900"
14002,"Broken Arrow","1950","93","PG","7.2",NULL,"9,490"
14003,"The Banger Sisters","2002","98","15","5.7","48","17,170"
14004,"The Escorts","2016","92","15","5.1","38","6,150"
14005,"Ronia: The Robber's Daughter","1984","126",NULL,"7.3",NULL,"11,688"
14006,"The Wedding Banquet","1993","106","15","7.6",NULL,"16,800"
14007,"Little Miss Rawther","2023","122",NULL,"6.9",NULL,"171"
14008,"Rudderless","2014","105","15","7.4","52","19,313"
14009,"A Field in England","2013","90","15","6.2","73","13,745"
14010,"A Little Bit of Heaven","2011","107","12A","6.2","14","29,466"
14011,"Bogus","1996","110","PG","5.3",NULL,"6,966"
14012,"Welcome to the Punch","2013","99","15","6.1","49","34,326"
14013,"Jade","2023","N/A",NULL,"7.7",NULL,"28"
14014,"The Prototype","2022","97",NULL,"2.3",NULL,"41,201"
14015,"The Great Beauty","2015","61","Not Rated","8.1",NULL,"6,239"
14016,"Shiloh","1996","93","U","6.3",NULL,"3,692"
14017,"Dead Men Don't Wear Plaid","1982","88","A","6.8","67","23,272"
14018,"Christmas by the Book","2022","81",NULL,"5.3",NULL,"26"
14019,"White Fire","1984","101","18","4.7",NULL,"945"
14020,"Me and You and Everyone We Know","2005","91","15","7.2","76","37,185"
14021,"Sex Cowboys","2016","73","18","4.4",NULL,"203"
14022,"The Tempest","2010","110","PG","5.3","43","8,144"
14023,"Brothel","2008","102","Not Rated","3.6",NULL,"419"
14024,"Sexology","2016","92","Unrated","5.3",NULL,"287"
14025,"Tramps","2016","82","15","6.5","76","6,131"
14026,"Witless Protection","2008","99","12","3.4","17","6,504"
14027,"Where the Boys Are","1984","94","15","4.1","10","1,338"
14028,"Hacked","2013","76","18","6.0","48","15,237"
14029,"Jan Dara","2001","108",NULL,"6.0",NULL,"2,389"
14030,"Scarlet Innocence","2014","113",NULL,"5.9",NULL,"1,406"
14031,"American Kamasutra","2018","88",NULL,"3.0",NULL,"747"
14032,"Rise of the Footsoldier Part II","2015","111","18","5.4",NULL,"2,191"
14033,"Electra Glide in Blue","1973","114","X","7.0",NULL,"6,285"
14034,"Hope Gap","2019","100","12A","6.7","58","5,957"
14035,"The Ghost Station","2022","80",NULL,"4.4",NULL,"297"
14036,"In the Blood","2014","108","18","5.7","40","12,940"
14037,"The Edge of Heaven","2007","122","18","7.7","85","33,224"
14038,"Aisha","2022","94",NULL,"6.5",NULL,"685"
14039,"The Private Life of Sherlock Holmes","1970","125","A","7.0",NULL,"13,054"
14040,"Merrily We Roll Along",NULL,"N/A",NULL,NULL,NULL,"N/A"
14041,"Tiger Stripes","2023","95",NULL,"6.3","67","297"
14042,"Utoya: July 22","2018","93","15","7.2","71","15,549"
14043,"A Lizard in a Woman's Skin","1971","104","X","6.8",NULL,"5,653"
14044,"Fun with Dick and Jane","1977","95","A","6.4",NULL,"4,763"
14045,"Area 51","2015","91","15","4.3","30","14,983"
14046,"C.R.A.Z.Y.","2005","129","15","7.8","81","33,904"
14047,"Continuum","2013","93","15","6.1",NULL,"7,858"
14048,"Life of a King","2013","100","PG-13","6.9","52","7,305"
14049,"In Darkness","2018","100","15","5.8","59","14,110"
14050,"Flame and Citron","2008","130","Not Rated","7.2","74","19,683"
14051,"Repossessed","1990","80","15","4.8","31","9,627"
14052,"Racing Stripes","2005","102","U","5.2","43","18,006"
14053,"The Guilt Trip","2012","95","12A","5.8","50","38,338"
14054,"Black Dog","2023","96",NULL,"8.5",NULL,"41"
14055,"Just Visiting","2001","88","PG-13","5.7","38","19,982"
14056,"Hilma","2022","120","12A","6.0","61","861"
14057,"Femalien: Cosmic Crush","2020","99",NULL,"3.6",NULL,"272"
14058,"God's Not Dead 2","2016","120","PG","4.3","22","13,274"
14059,"Hell Ride","2008","84","18","5.0","25","16,275"
14060,"The Satanic Rites of Dracula","1973","87","15","5.5",NULL,"6,798"
14061,"Dolemite","1975","90","R","5.6","67","6,734"
14062,"Beavis and Butt-Head Do the Universe","2022","87","15","7.0","70","12,857"
14063,"They Call Me Jeeg Robot","2015","112",NULL,"7.0",NULL,"16,055"
14064,"Still of the Night","1982","93","AA","6.0","43","5,562"
14065,"Roma","1972","120","X","7.3",NULL,"13,622"
14066,"Lust Life Love","2021","99",NULL,"3.7",NULL,"263"
14067,"Bunny and the Bull","2009","101","15","6.6",NULL,"5,054"
14068,"Fun Size","2012","86","12A","5.4","37","15,052"
14069,"Fall","2023","94",NULL,"6.1",NULL,"481"
14070,"Secrets","2022","103",NULL,"5.1",NULL,"304"
14071,"Made in Dagenham","2010","113","15","7.1","65","15,927"
14072,"68 Kill","2017","93","18","6.0","56","6,406"
14073,"Anatomy of a Love Seen","2014","80","15","4.7",NULL,"2,715"
14074,"Eric Larue","2023","119",NULL,"6.4","63","36"
14075,"Phase IV","1974","84","A","6.4","49","9,283"
14076,"Simply Irresistible","1999","96","PG","5.2","27","14,767"
14077,"Slumber Party Massacre","2021","86","18","5.1",NULL,"3,090"
14078,"Wyrmwood","2014","98","18","6.2","54","18,185"
14079,"Blood Hook","1986","92","R","4.3",NULL,"1,603"
14080,"Tales from Pandora's Box 3","2023","N/A",NULL,"2.4",NULL,"17"
14081,"Aashiqui 2","2013","132","Not Rated","7.0",NULL,"32,076"
14082,"Slave of the Cannibal God","1978","99",NULL,"5.2",NULL,"4,627"
14083,"Rest Area","2020","67",NULL,"2.5",NULL,"51"
14084,"Sing 3",NULL,"N/A",NULL,NULL,NULL,"N/A"
14085,"My Soul to Take","2010","107","18","4.7","25","21,448"
14086,"Beyond the Clouds","1995","110","18","6.4","66","6,149"
14087,"The Fool","2014","116",NULL,"8.0","83","15,955"
14088,"Futureworld","1976","108","A","5.7","46","11,603"
14089,"FairyTale: A True Story","1997","99","U","6.5",NULL,"6,273"
14090,"The Nights Before Christmas","2019","103","15","3.9",NULL,"394"
14091,"Uncle Kent","2011","72","Not Rated","5.1",NULL,"662"
14092,"Isi & Ossi","2020","113","15","6.4",NULL,"9,493"
14093,"Tokyo!","2008","112","15","7.0","63","11,667"
14094,"Meksika Açmazi","2023","N/A",NULL,"5.8",NULL,"256"
14095,"The Other Side of the Door","2016","96","15","5.3","41","19,038"
14096,"Rust Creek","2018","108","15","5.9","59","12,695"
14097,"Idlewild","2006","121","15","6.1","55","5,715"
14098,"Under Your Bed","2019","98",NULL,"6.0",NULL,"508"
14099,"Hunk","1987","102","PG","4.6",NULL,"1,538"
14100,"Sonic Villains","1h 30m","N/A",NULL,NULL,NULL,"N/A"
14101,"Ayla","2017","125","15","8.3",NULL,"42,879"
14102,"Naked","2017","96","12","5.4","36","21,309"
14103,"Extraction","2015","92","15","4.1","25","11,913"
14104,"Let's Kill Ward's Wife","2014","82","15","5.4","21","6,684"
14105,"Sweet Sixteen","1983","88","18","5.1",NULL,"2,249"
14106,"OSS 117: Cairo, Nest of Spies","2006","99","12A","7.0","62","22,668"
14107,"Fire Island","2023","83","TV-MA","2.8",NULL,"358"
14108,"Bachchhan Paandey","2022","147","15","5.1",NULL,"36,427"
14109,"Modigliani","2004","128","R","7.2","25","12,397"
14110,"The Adventures of Ichabod and Mr. Toad","1949","68","A","6.9","74","17,507"
14111,"Much Ado About Nothing","2012","109","12A","7.0","78","17,010"
14112,"Animal","2024","N/A",NULL,NULL,NULL,"N/A"
14113,"The Swarm","1978","116","A","4.5","30","8,405"
14114,"Welcome to the Jungle","2024","N/A",NULL,NULL,NULL,"N/A"
14115,"Modesty Blaise","1966","119","A","5.0",NULL,"3,106"
14116,"The Beta Test","2021","93","18","6.1","72","6,093"
14117,"The Snow Walker","2003","103","PG","7.3",NULL,"11,211"
14118,"The Teacher","1974","98","X","4.7",NULL,"1,095"
14119,"Nonnas",NULL,"N/A",NULL,NULL,NULL,"N/A"
14120,"This Property Is Condemned","1966","110","15","7.0",NULL,"6,207"
14121,"Major Movie Star","2008","98","12","4.3",NULL,"4,404"
14122,"Goat","2016","96","15","5.7","64","8,063"
14123,"Upgraded","R","N/A",NULL,NULL,NULL,"N/A"
14124,"Enron: The Smartest Guys in the Room","2005","110","15","7.6",NULL,"19,857"
14125,"Consent","2010","87","Not Rated","5.5",NULL,"639"
14126,"The Cleaner","2021","93",NULL,"5.2",NULL,"645"
14127,"Midnight Sting","1992","98","15","6.9",NULL,"7,922"
14128,"Liz in September","2014","100","Not Rated","6.0",NULL,"1,528"
14129,"The Scrotum","2019","64",NULL,"3.4",NULL,"85"
14130,"Race the Sun","1996","100","PG","5.4",NULL,"3,340"
14131,"Hoard","2023","126",NULL,"6.9",NULL,"111"
14132,"A Prayer for the Dying","1987","107","15","6.2",NULL,"5,570"
14133,"D.O.A.","1988","96","15","6.1",NULL,"10,823"
14134,"Revenge of the Green Dragons","2014","94","15","5.3","36","4,262"
14135,"Planet of the Dead",NULL,"N/A",NULL,NULL,NULL,"N/A"
14136,"The Contract","2006","96","15","5.6",NULL,"25,875"
14137,"Bite","2015","88","18","4.9","57","5,478"
14138,"You May Not Kiss the Bride","2011","99","12","5.4",NULL,"7,491"
14139,"Fantasm","1976","87","X","4.5",NULL,"569"
14140,"The Christmas That Almost Wasn't","1966","94","U","3.5",NULL,"922"
14141,"My Dog Skip","2000","95","U","7.0","61","21,158"
14142,"A Sun","2019","156",NULL,"7.6",NULL,"9,775"
14143,"I Smile Back","2015","85","15","6.2","59","5,639"
